Target (x, y, z) -> Joint Angles (theta1, theta2, theta3, theta4, theta5)
[-0.78, -0.36, -1.18] -> [-155.22, -91.33, 134.32, -134.32, 0.00]
[-0.81, 1.84, 1.43] -> [113.76, -26.86, 102.14, -102.14, 0.00]
[-1.87, -1.07, 0.96] -> [-150.22, -35.23, 111.67, -111.67, 0.00]
[-0.01, -1.91, 0.49] -> [-90.30, -57.35, 95.20, -95.20, 0.00]
[-0.61, -0.68, 0.89] -> [-131.89, -84.74, 24.25, -24.25, 0.00]
[-1.11, -0.16, 1.13] -> [-171.80, -65.06, 36.66, -36.66, 0.00]
[-1.36, -0.24, 1.87] -> [-169.99, -23.31, 68.96, -68.96, 0.00]
[-0.61, -0.5, 0.7] -> [-140.66, -100.92, 19.80, -19.80, 0.00]
[-1.72, -0.31, -0.57] -> [-169.78, -64.32, 135.24, -135.24, 0.00]
[0.45, 1.07, -0.28] -> [67.19, -99.92, 75.75, -75.75, 0.00]
[-1.14, -1.43, 0.68] -> [-128.56, -57.21, 85.42, -85.42, 0.00]
[-1.75, -0.71, 1.28] -> [-157.92, -36.77, 89.59, -89.59, 0.00]
[-0.65, 1.74, 0.96] -> [110.48, -48.47, 85.52, -85.52, 0.00]
[1.44, 1.06, -0.67] -> [36.36, -56.31, 153.47, -153.47, 0.00]
[-0.44, 1.97, -0.44] -> [102.59, -43.71, 163.59, -163.59, 0.00]
[-0.22, 0.5, -0.25] -> [113.75, -130.80, 51.20, -51.20, 0.00]
[-0.11, -0.66, 1.22] -> [-99.46, -65.93, 11.73, -11.73, 0.00]
[1.19, -0.83, 1.71] -> [-34.89, -30.03, 67.78, -67.78, 0.00]
[-0.65, -1.45, -0.32] -> [-114.15, -78.19, 103.05, -103.05, 0.00]
[0.49, -1.35, 1.73] -> [-70.05, -29.31, 67.49, -67.49, 0.00]
[-1.47, -0.31, 0.84] -> [-168.09, -65.72, 60.72, -60.72, 0.00]
[-1.41, 0.06, 1.79] -> [177.56, -26.80, 67.93, -67.93, 0.00]
[-1.44, 0.46, 1.81] -> [162.28, -24.41, 74.82, -74.82, 0.00]
[0.69, 0.4, 1.92] -> [30.10, -19.90, 42.05, -42.05, 0.00]
[-1.9, 0.14, 1.21] -> [175.79, -38.61, 90.20, -90.20, 0.00]
[0.77, -0.34, -1.15] -> [-23.82, -93.87, 129.50, -129.50, 0.00]
[0.35, 0.1, -0.98] -> [15.95, -120.42, 98.33, -98.33, 0.00]
[-0.93, 1.07, -0.33] -> [131.00, -86.96, 92.43, -92.43, 0.00]
[-1.96, -0.04, 0.3] -> [-178.83, -57.39, 104.52, -104.52, 0.00]
[-1.54, -0.68, -0.79] -> [-156.18, -58.62, 156.27, -156.27, 0.00]
[-1.52, -0.8, 0.11] -> [-152.24, -71.56, 91.66, -91.66, 0.00]
[-0.62, 0.54, 1.81] -> [138.95, -26.34, 38.18, -38.18, 0.00]
[0.6, 0.76, -0.3] -> [51.71, -109.23, 68.18, -68.18, 0.00]
[-0.33, 1.49, 0.88] -> [102.49, -63.47, 62.05, -62.05, 0.00]
[0.73, 1.05, 0.82] -> [55.19, -74.70, 46.62, -46.62, 0.00]
[-0.89, 0.23, 1.03] -> [165.51, -76.02, 24.23, -24.23, 0.00]
[-1.25, 1.54, 1.18] -> [129.07, -36.59, 96.46, -96.46, 0.00]
[1.28, 1.31, 0.78] -> [45.66, -54.60, 84.50, -84.50, 0.00]
[-0.75, 1.17, 0.32] -> [122.66, -84.50, 63.15, -63.15, 0.00]
[-0.56, 1.43, 0.95] -> [111.39, -60.65, 62.43, -62.43, 0.00]
[0.94, -0.04, 1.76] -> [-2.44, -30.29, 41.55, -41.55, 0.00]
[-0.59, -0.12, 0.44] -> [-168.50, -123.65, 18.54, -18.54, 0.00]
[0.73, 1.64, 1.79] -> [66.01, -19.31, 93.88, -93.88, 0.00]
[-1.92, -0.44, 0.73] -> [-167.09, -49.72, 96.16, -96.16, 0.00]
[-0.46, 0.84, 0.34] -> [118.71, -105.21, 38.73, -38.73, 0.00]
[-0.04, -0.57, 0.5] -> [-94.01, -123.74, 14.90, -14.90, 0.00]
[0.16, 1.69, 1.41] -> [84.59, -37.87, 77.10, -77.10, 0.00]
[0.61, 1.89, 0.55] -> [72.11, -52.58, 100.38, -100.38, 0.00]
[1.49, -0.07, 1.77] -> [-2.69, -26.59, 72.22, -72.22, 0.00]
[-0.61, -0.28, 0.62] -> [-155.34, -111.72, 15.59, -15.59, 0.00]
[-0.59, -0.76, 0.45] -> [-127.82, -102.05, 35.41, -35.41, 0.00]
[-0.81, -1.8, -0.05] -> [-114.23, -57.80, 120.43, -120.43, 0.00]
[-1.24, 1.31, -0.63] -> [133.43, -57.18, 149.85, -149.85, 0.00]
[0.95, -1.03, -0.49] -> [-47.31, -86.16, 101.19, -101.19, 0.00]
[0.9, -1.02, 1.48] -> [-48.58, -42.45, 56.23, -56.23, 0.00]
[1.59, 1.7, 1.77] -> [46.91, 5.69, 154.77, -154.77, 0.00]
[0.15, 0.78, 0.71] -> [79.11, -100.11, 19.90, -19.90, 0.00]
[-1.45, -0.38, 1.02] -> [-165.31, -59.27, 59.94, -59.94, 0.00]
[1.24, -0.26, -0.77] -> [-11.84, -87.44, 113.93, -113.93, 0.00]
[-0.76, -1.41, 0.45] -> [-118.32, -72.31, 73.28, -73.28, 0.00]
[-0.04, 0.38, 1.93] -> [96.01, -7.70, 29.28, -29.28, 0.00]
[1.64, 1.72, 1.06] -> [46.36, -18.73, 139.65, -139.65, 0.00]
[0.13, 1.61, 1.57] -> [85.38, -33.23, 74.66, -74.66, 0.00]
[-0.42, -1.62, 0.37] -> [-104.53, -70.53, 80.20, -80.20, 0.00]
[-0.5, -1.71, -0.47] -> [-106.30, -64.72, 129.61, -129.61, 0.00]
[-1.33, 1.46, 1.19] -> [132.33, -36.60, 95.81, -95.81, 0.00]
[-0.06, -0.17, 1.85] -> [-109.44, -1.35, 21.26, -21.26, 0.00]
[-0.56, -0.92, 0.42] -> [-121.33, -97.10, 42.40, -42.40, 0.00]
[1.13, 0.65, 0.04] -> [29.91, -92.35, 68.04, -68.04, 0.00]
[0.83, -1.11, -0.14] -> [-53.21, -89.10, 80.68, -80.68, 0.00]
[0.25, 1.62, 1.47] -> [81.23, -36.94, 74.11, -74.11, 0.00]
[1.45, -0.32, 0.18] -> [-12.45, -82.17, 73.47, -73.47, 0.00]
[-0.04, -0.02, -1.24] -> [-153.43, -118.37, 120.97, -120.97, 0.00]
[1.74, -0.19, -0.47] -> [-6.23, -66.79, 126.47, -126.47, 0.00]
[-0.23, 0.98, 1.41] -> [103.21, -50.77, 34.13, -34.13, 0.00]
[0.39, 1.27, -0.39] -> [72.93, -90.95, 90.70, -90.70, 0.00]
[-1.76, -0.25, 1.24] -> [-171.92, -42.00, 80.62, -80.62, 0.00]
[1.03, 0.58, 0.7] -> [29.38, -83.15, 42.17, -42.17, 0.00]
[0.01, 0.94, 1.84] -> [89.39, -25.86, 44.71, -44.71, 0.00]
[-0.26, -1.6, 0.98] -> [-99.23, -56.61, 68.19, -68.19, 0.00]
[-1.12, 1.61, 0.05] -> [124.82, -58.75, 114.20, -114.20, 0.00]
[-1.35, -0.5, 0.28] -> [-159.68, -82.87, 67.40, -67.40, 0.00]
[-1.41, -0.97, -0.37] -> [-145.47, -70.89, 115.58, -115.58, 0.00]
[-1.17, 1.98, 1.02] -> [120.58, -25.35, 128.31, -128.31, 0.00]
[1.46, -0.31, 1.01] -> [-11.99, -59.86, 59.51, -59.51, 0.00]
[0.2, 1.36, -0.61] -> [81.63, -85.56, 107.90, -107.90, 0.00]
[0.15, -1.15, -0.29] -> [-82.57, -99.92, 76.24, -76.24, 0.00]
[-0.73, 0.63, -1.1] -> [139.21, -90.46, 129.75, -129.75, 0.00]
[-1.09, -1.57, 0.21] -> [-124.77, -60.82, 103.27, -103.27, 0.00]
[0.11, -1.37, 1.43] -> [-85.41, -44.59, 56.08, -56.08, 0.00]
[0.71, -1.7, 1.81] -> [-67.33, -17.13, 98.27, -98.27, 0.00]
[-0.55, -1.29, -0.71] -> [-113.09, -81.80, 117.68, -117.68, 0.00]
[-0.62, -0.85, 1.94] -> [-126.11, -21.13, 54.18, -54.18, 0.00]
[-0.56, 0.26, 0.13] -> [155.10, -128.17, 32.93, -32.93, 0.00]
[-0.14, 1.59, -0.42] -> [95.03, -76.75, 109.81, -109.81, 0.00]
[0.52, -0.71, -0.08] -> [-53.78, -114.30, 53.05, -53.05, 0.00]
[1.33, 0.83, 0.61] -> [31.97, -70.07, 67.80, -67.80, 0.00]
[0.05, 1.79, 0.69] -> [88.40, -58.62, 82.40, -82.40, 0.00]
[1.88, 0.86, 0.91] -> [24.58, -40.80, 103.38, -103.38, 0.00]
[-0.69, 0.94, 0.22] -> [126.28, -96.94, 53.67, -53.67, 0.00]
[0.26, -0.96, 1.02] -> [-74.85, -74.52, 28.65, -28.65, 0.00]
[0.41, 0.08, -0.92] -> [11.04, -120.63, 94.19, -94.19, 0.00]
[-0.18, -1.09, 0.35] -> [-99.38, -97.46, 46.02, -46.02, 0.00]
[-1.21, -0.55, -1.05] -> [-155.56, -70.73, 152.62, -152.62, 0.00]
[0.24, 1.25, -0.21] -> [79.13, -94.64, 77.82, -77.82, 0.00]
[-0.6, -0.29, 1.1] -> [-154.20, -76.48, 9.97, -9.97, 0.00]
[-1.7, -0.37, 1.02] -> [-167.72, -51.03, 76.63, -76.63, 0.00]
[-0.43, -0.78, 1.3] -> [-118.87, -58.68, 25.41, -25.41, 0.00]
[0.68, 1.78, 1.07] -> [69.09, -43.20, 89.40, -89.40, 0.00]
[-1.22, -1.33, 1.39] -> [-132.53, -35.49, 84.63, -84.63, 0.00]
[-1.08, 0.67, 0.43] -> [148.19, -87.64, 53.03, -53.03, 0.00]
[0.55, 1.22, 1.68] -> [65.73, -33.03, 60.07, -60.07, 0.00]
[-1.82, 1.47, 0.92] -> [141.07, -24.97, 133.98, -133.98, 0.00]
[0.72, 0.37, 0.93] -> [27.20, -85.95, 17.98, -17.98, 0.00]
[-0.95, 0.86, 1.66] -> [137.85, -34.67, 56.16, -56.16, 0.00]
[1.23, -0.68, 0.71] -> [-28.94, -73.78, 55.75, -55.75, 0.00]
[0.03, 0.85, -0.17] -> [87.98, -115.74, 56.49, -56.49, 0.00]
[1.45, -1.44, 1.94] -> [-44.80, -4.29, 122.02, -122.02, 0.00]
[1.25, -0.56, 1.49] -> [-24.13, -41.80, 57.03, -57.03, 0.00]
[-1.72, 0.85, 0.56] -> [153.70, -55.68, 94.48, -94.48, 0.00]
[-1.34, -0.25, 1.65] -> [-169.43, -34.17, 60.67, -60.67, 0.00]
[-1.34, -1.02, 1.35] -> [-142.72, -40.67, 75.18, -75.18, 0.00]
[-1.02, -1.42, -0.35] -> [-125.69, -68.97, 117.40, -117.40, 0.00]
[-0.06, 1.2, 0.43] -> [92.86, -90.87, 49.03, -49.03, 0.00]
[0.52, -1.45, 0.43] -> [-70.27, -75.47, 69.67, -69.67, 0.00]
[0.76, -0.34, 1.3] -> [-24.10, -59.09, 22.20, -22.20, 0.00]
[-0.22, -0.86, 0.17] -> [-104.35, -112.12, 41.91, -41.91, 0.00]
[-0.04, -0.88, -0.21] -> [-92.60, -114.05, 59.78, -59.78, 0.00]
[-1.28, -1.51, 0.8] -> [-130.29, -47.63, 96.28, -96.28, 0.00]
[-0.1, -1.45, -0.45] -> [-93.95, -83.99, 101.89, -101.89, 0.00]
[-0.21, -1.08, -0.34] -> [-101.00, -102.52, 76.18, -76.18, 0.00]
[-0.73, 1.08, 0.22] -> [124.06, -90.26, 61.27, -61.27, 0.00]
[0.41, -0.33, -0.56] -> [-38.83, -126.38, 69.95, -69.95, 0.00]
[0.42, 1.42, 1.97] -> [73.52, -17.34, 78.86, -78.86, 0.00]
[-1.6, 1.48, 1.61] -> [137.23, -12.52, 123.68, -123.68, 0.00]
[-1.86, 1.31, 1.78] -> [144.84, 1.20, 144.54, -144.54, 0.00]
[1.4, 1.69, 0.99] -> [50.36, -32.34, 115.84, -115.84, 0.00]
[-0.22, -1.18, -0.84] -> [-100.56, -88.84, 116.09, -116.09, 0.00]
[-1.75, 0.67, 0.42] -> [159.05, -60.25, 93.91, -93.91, 0.00]
[-0.75, 0.75, 0.26] -> [135.00, -101.53, 46.74, -46.74, 0.00]
[-1.34, 0.15, -0.68] -> [173.61, -85.45, 111.60, -111.60, 0.00]
[1.14, -1.59, 0.79] -> [-54.36, -48.92, 94.42, -94.42, 0.00]
[0.59, 1.73, -0.62] -> [71.17, -55.33, 152.44, -152.44, 0.00]
[1.28, 1.99, 1.43] -> [57.25, -7.44, 144.51, -144.51, 0.00]
[0.82, 1.94, 1.09] -> [67.09, -34.03, 107.04, -107.04, 0.00]
[-1.22, 1.23, 1.42] -> [134.77, -36.48, 79.78, -79.78, 0.00]
[0.53, -1.19, -1.12] -> [-65.99, -64.64, 167.57, -167.57, 0.00]
[1.7, -1.34, 1.41] -> [-38.25, -20.89, 116.76, -116.76, 0.00]
[1.48, 0.18, 0.74] -> [6.93, -69.45, 60.89, -60.89, 0.00]
[0.48, 1.61, -0.52] -> [73.40, -70.16, 123.96, -123.96, 0.00]
[-1.22, -1.38, 1.18] -> [-131.48, -41.94, 84.96, -84.96, 0.00]
[0.8, -1.21, 1.44] -> [-56.53, -42.60, 61.05, -61.05, 0.00]
[-0.98, 1.15, 0.92] -> [130.44, -62.60, 60.86, -60.86, 0.00]
[-0.03, -1.88, 1.11] -> [-90.91, -42.88, 87.53, -87.53, 0.00]
[1.92, 0.58, -0.45] -> [16.81, -44.95, 161.84, -161.84, 0.00]
[-1.96, -1.22, 0.32] -> [-148.10, -33.98, 144.87, -144.87, 0.00]
[0.78, -0.68, -0.9] -> [-41.08, -95.15, 112.56, -112.56, 0.00]
[-0.99, 0.14, -0.63] -> [171.95, -103.56, 89.84, -89.84, 0.00]
[1.52, -0.81, -0.2] -> [-28.05, -71.78, 106.18, -106.18, 0.00]
[-0.62, 0.99, -0.02] -> [122.06, -99.43, 63.39, -63.39, 0.00]
[-0.78, -0.1, -0.72] -> [-172.69, -111.35, 88.15, -88.15, 0.00]
[0.55, 0.97, 1.4] -> [60.45, -50.25, 40.04, -40.04, 0.00]
[0.04, 0.99, -0.06] -> [87.69, -108.54, 56.78, -56.78, 0.00]
[-0.46, 2.0, 0.83] -> [102.95, -43.51, 102.45, -102.45, 0.00]
[0.16, 0.6, -0.36] -> [75.07, -125.62, 59.67, -59.67, 0.00]
[-0.98, 1.37, 1.4] -> [125.58, -38.64, 76.00, -76.00, 0.00]
[-0.06, -0.58, 1.68] -> [-95.91, -29.20, 22.83, -22.83, 0.00]
[-0.36, -0.95, 1.01] -> [-110.75, -74.49, 29.90, -29.90, 0.00]
[-1.23, -0.58, 0.23] -> [-154.75, -87.42, 64.20, -64.20, 0.00]
[1.28, -1.84, 0.84] -> [-55.18, -33.21, 121.75, -121.75, 0.00]
[-1.27, 0.18, 0.29] -> [171.93, -90.08, 57.77, -57.77, 0.00]
[-1.26, -1.39, -0.64] -> [-132.19, -46.33, 169.65, -169.65, 0.00]
[-1.33, -1.37, 0.05] -> [-134.15, -61.73, 109.44, -109.44, 0.00]
[-0.14, -0.82, -0.94] -> [-99.69, -103.14, 107.30, -107.30, 0.00]
[1.41, -0.22, 0.09] -> [-8.87, -85.92, 73.20, -73.20, 0.00]
[0.64, 0.95, 0.47] -> [56.03, -92.43, 44.80, -44.80, 0.00]
[1.22, -0.91, 1.55] -> [-36.72, -36.13, 68.00, -68.00, 0.00]
[0.18, -0.64, 1.47] -> [-74.29, -45.70, 18.08, -18.08, 0.00]
[-0.87, -1.72, 1.23] -> [-116.83, -37.09, 92.21, -92.21, 0.00]
[0.62, -0.19, -0.64] -> [-17.04, -119.24, 78.36, -78.36, 0.00]
[-0.18, 1.23, 1.9] -> [98.33, -22.94, 62.31, -62.31, 0.00]
[-0.57, 0.66, 0.42] -> [130.82, -107.74, 31.76, -31.76, 0.00]
[1.5, -0.02, -0.98] -> [-0.76, -60.08, 165.55, -165.55, 0.00]
[-0.83, -0.49, 1.08] -> [-149.44, -71.75, 27.02, -27.02, 0.00]
[-0.92, 1.99, 1.27] -> [114.81, -24.28, 117.40, -117.40, 0.00]
[-1.12, 1.06, 0.1] -> [136.58, -80.27, 79.99, -79.99, 0.00]
[0.81, -0.81, -0.83] -> [-45.00, -91.91, 112.09, -112.09, 0.00]
[0.77, -0.23, -0.36] -> [-16.63, -116.75, 65.35, -65.35, 0.00]
[1.17, -0.53, -0.87] -> [-24.37, -83.35, 124.34, -124.34, 0.00]
[1.16, 0.12, 0.3] -> [5.91, -95.50, 50.94, -50.94, 0.00]
[1.93, -0.4, -0.15] -> [-11.71, -57.26, 125.99, -125.99, 0.00]
[-0.72, 0.27, 0.04] -> [159.44, -119.90, 42.82, -42.82, 0.00]
[0.18, -1.13, -0.66] -> [-80.95, -96.13, 98.59, -98.59, 0.00]
[-1.82, -1.08, 1.25] -> [-149.31, -28.62, 109.28, -109.28, 0.00]
[-0.44, 1.88, 1.45] -> [103.17, -29.04, 95.68, -95.68, 0.00]
[-0.13, 0.52, 0.34] -> [104.04, -130.83, 20.17, -20.17, 0.00]
[1.6, 0.54, 0.7] -> [18.65, -62.66, 74.83, -74.83, 0.00]
[-1.68, 0.86, 0.13] -> [152.89, -62.65, 104.20, -104.20, 0.00]
[1.56, 1.76, 0.96] -> [48.45, -23.14, 135.67, -135.67, 0.00]
[1.47, -0.64, 0.15] -> [-23.53, -76.83, 82.19, -82.19, 0.00]
[1.68, 0.65, -0.2] -> [21.15, -67.34, 112.66, -112.66, 0.00]
[0.92, 0.67, 1.91] -> [36.06, -22.76, 57.19, -57.19, 0.00]
[-1.24, -1.84, 1.74] -> [-123.98, -4.70, 133.70, -133.70, 0.00]
[-1.62, -0.48, 1.41] -> [-163.50, -38.09, 76.53, -76.53, 0.00]
[-0.41, 0.25, 1.76] -> [148.63, -20.78, 23.02, -23.02, 0.00]
[1.99, 1.36, 0.44] -> [34.35, -22.23, 161.69, -161.69, 0.00]
[1.84, 1.68, 1.15] -> [42.40, -0.13, 172.84, -172.84, 0.00]
[1.86, 1.49, 0.88] -> [38.70, -22.30, 141.16, -141.16, 0.00]
[-1.88, -0.83, 1.02] -> [-156.18, -38.40, 102.08, -102.08, 0.00]
[-1.32, 1.89, 1.33] -> [124.93, -15.73, 132.24, -132.24, 0.00]
[-0.31, -1.68, 1.07] -> [-100.45, -50.43, 74.44, -74.44, 0.00]
[0.78, -1.98, 0.06] -> [-68.50, -47.88, 131.91, -131.91, 0.00]
[-1.26, -0.08, 1.87] -> [-176.37, -24.32, 62.21, -62.21, 0.00]
[1.0, 0.56, -1.02] -> [29.25, -84.75, 131.36, -131.36, 0.00]
[-0.28, -0.84, -0.2] -> [-108.43, -113.86, 59.43, -59.43, 0.00]
[0.96, -0.0, 1.57] -> [-0.00, -41.35, 35.91, -35.91, 0.00]
[-2.0, -0.68, 1.15] -> [-161.22, -31.95, 107.97, -107.97, 0.00]
[-1.83, 0.5, -0.09] -> [164.72, -62.32, 115.12, -115.12, 0.00]
[1.56, 1.14, 0.45] -> [36.16, -56.91, 97.96, -97.96, 0.00]
[1.37, 0.85, -0.59] -> [31.82, -72.69, 123.82, -123.82, 0.00]
[-1.59, 1.36, 1.18] -> [139.46, -31.95, 106.26, -106.26, 0.00]
[0.65, 1.73, 0.47] -> [69.41, -60.66, 90.68, -90.68, 0.00]
[0.91, 1.89, 1.76] -> [64.29, -10.14, 119.89, -119.89, 0.00]
[1.71, -1.8, 0.72] -> [-46.47, -8.65, 175.56, -175.56, 0.00]
[1.1, -1.07, 0.77] -> [-44.21, -66.80, 63.45, -63.45, 0.00]
[1.42, -0.28, 0.66] -> [-11.15, -73.66, 59.12, -59.12, 0.00]
[-0.26, -2.0, -0.12] -> [-97.41, -54.43, 129.24, -129.24, 0.00]
[-0.43, -0.54, -0.09] -> [-128.53, -124.38, 46.54, -46.54, 0.00]
[-1.27, 0.44, -0.04] -> [160.89, -90.88, 73.70, -73.70, 0.00]
[1.76, -0.02, 0.56] -> [-0.65, -62.95, 82.16, -82.16, 0.00]
[-0.1, 1.37, 0.6] -> [94.17, -78.50, 55.47, -55.47, 0.00]
[-0.54, 1.32, 0.91] -> [112.25, -65.93, 55.36, -55.36, 0.00]
[0.71, -0.72, 1.71] -> [-45.40, -33.35, 43.16, -43.16, 0.00]
[-1.29, 0.54, 0.02] -> [157.29, -87.88, 74.29, -74.29, 0.00]
[0.69, 0.59, -0.25] -> [40.53, -112.51, 62.99, -62.99, 0.00]
[-0.27, 1.47, 0.85] -> [100.41, -65.66, 60.14, -60.14, 0.00]
[1.46, -0.72, 0.53] -> [-26.25, -69.44, 73.34, -73.34, 0.00]
[1.41, -1.82, 0.76] -> [-52.23, -30.81, 130.29, -130.29, 0.00]
[-0.5, 0.54, 0.9] -> [132.80, -90.77, 13.94, -13.94, 0.00]
[0.85, 0.22, 0.72] -> [14.51, -95.52, 24.34, -24.34, 0.00]
[-1.59, -0.17, 1.86] -> [-173.90, -20.59, 82.27, -82.27, 0.00]
[1.36, 0.51, 0.12] -> [20.56, -84.40, 73.62, -73.62, 0.00]
[-0.62, 0.09, 1.35] -> [171.74, -54.56, 12.49, -12.49, 0.00]
[0.74, -1.97, 0.75] -> [-69.41, -42.72, 108.11, -108.11, 0.00]
[-0.92, -0.4, -0.15] -> [-156.50, -108.03, 61.73, -61.73, 0.00]
[1.85, -0.71, 0.53] -> [-21.00, -53.14, 100.40, -100.40, 0.00]
[-0.45, -0.22, -0.57] -> [-153.95, -127.28, 70.06, -70.06, 0.00]
[1.12, 1.15, 0.04] -> [45.76, -77.63, 86.50, -86.50, 0.00]
[-1.84, -0.7, -0.5] -> [-159.17, -46.37, 161.86, -161.86, 0.00]
[-1.67, 1.02, 0.82] -> [148.58, -48.15, 94.20, -94.20, 0.00]
[1.04, -0.48, 0.7] -> [-24.78, -84.68, 40.00, -40.00, 0.00]
[-0.22, -0.68, -1.04] -> [-107.93, -104.51, 112.36, -112.36, 0.00]
[-0.52, -2.0, 0.07] -> [-104.57, -52.22, 124.03, -124.03, 0.00]
[-1.32, -1.04, 0.31] -> [-141.77, -71.15, 82.34, -82.34, 0.00]
[0.13, -0.27, 1.79] -> [-64.29, -10.84, 19.86, -19.86, 0.00]
[0.96, 1.43, 1.27] -> [56.13, -42.65, 76.88, -76.88, 0.00]
[-0.3, 0.99, -0.79] -> [106.86, -98.37, 103.20, -103.20, 0.00]
[1.79, 0.6, 1.28] -> [18.53, -36.79, 89.54, -89.54, 0.00]
[0.07, -1.61, -0.3] -> [-87.51, -77.15, 103.49, -103.49, 0.00]
[-1.02, -1.32, 0.29] -> [-127.69, -72.02, 82.07, -82.07, 0.00]
[-1.93, 1.46, 1.19] -> [142.89, -10.99, 149.04, -149.04, 0.00]
[0.13, -0.87, -0.83] -> [-81.50, -104.40, 99.85, -99.85, 0.00]
[-0.3, -1.77, 1.98] -> [-99.62, -10.78, 101.19, -101.19, 0.00]
[-0.9, -1.84, 1.31] -> [-116.06, -29.60, 103.59, -103.59, 0.00]
[0.5, -1.09, 1.96] -> [-65.36, -20.12, 62.41, -62.41, 0.00]
[0.72, -1.84, 1.85] -> [-68.63, -11.09, 111.27, -111.27, 0.00]
[0.85, -0.29, -0.22] -> [-18.84, -113.15, 60.99, -60.99, 0.00]
[1.57, 0.31, -0.2] -> [11.17, -78.26, 97.20, -97.20, 0.00]
[-1.82, 0.59, 1.23] -> [162.04, -37.62, 91.04, -91.04, 0.00]
[1.89, 0.74, 1.72] -> [21.38, -14.70, 111.55, -111.55, 0.00]
[0.75, 1.78, 1.73] -> [67.15, -17.81, 102.97, -102.97, 0.00]
[1.01, -0.4, 0.48] -> [-21.61, -94.96, 41.24, -41.24, 0.00]
[-0.93, 0.44, -0.42] -> [154.68, -105.26, 77.62, -77.62, 0.00]
[0.83, -0.68, -0.76] -> [-39.33, -97.31, 102.64, -102.64, 0.00]
[-0.03, 1.37, 1.4] -> [91.25, -46.10, 55.26, -55.26, 0.00]
[0.13, -0.01, -0.75] -> [-4.40, -136.88, 77.72, -77.72, 0.00]
[1.24, 0.14, -0.07] -> [6.44, -95.73, 69.77, -69.77, 0.00]
[-1.35, 0.55, -0.87] -> [157.83, -72.75, 138.63, -138.63, 0.00]
[-0.15, -1.06, 0.5] -> [-98.05, -95.11, 39.85, -39.85, 0.00]
[0.68, 0.91, 1.58] -> [53.23, -40.14, 45.63, -45.63, 0.00]
[0.34, 1.52, -0.52] -> [77.39, -77.35, 113.89, -113.89, 0.00]
[0.94, 1.5, 0.16] -> [57.93, -68.52, 93.72, -93.72, 0.00]
[1.47, -1.95, 1.03] -> [-52.99, -13.11, 152.38, -152.38, 0.00]
[1.33, -0.61, 1.08] -> [-24.64, -58.01, 57.72, -57.72, 0.00]
[0.78, -0.83, 1.1] -> [-46.78, -66.22, 37.53, -37.53, 0.00]
[0.87, 0.3, 0.28] -> [19.03, -108.51, 39.05, -39.05, 0.00]
[0.95, -1.52, 1.14] -> [-57.99, -45.07, 80.93, -80.93, 0.00]
[-0.67, 0.85, -1.19] -> [128.25, -77.43, 152.54, -152.54, 0.00]
[-1.37, -0.7, 1.9] -> [-152.94, -19.79, 79.76, -79.76, 0.00]
[0.76, 0.92, 1.36] -> [50.44, -51.30, 43.83, -43.83, 0.00]
[-0.53, -0.87, 1.6] -> [-121.35, -39.56, 39.89, -39.89, 0.00]
[-1.61, -0.66, 1.32] -> [-157.71, -40.19, 78.78, -78.78, 0.00]
[1.28, 0.43, -1.08] -> [18.57, -65.15, 163.72, -163.72, 0.00]
[0.51, -1.17, 0.28] -> [-66.45, -90.57, 57.72, -57.72, 0.00]
[0.7, -1.51, 0.19] -> [-65.13, -73.46, 84.99, -84.99, 0.00]
[1.76, -1.68, 0.89] -> [-43.67, -17.17, 150.84, -150.84, 0.00]
[-0.65, 1.1, 1.17] -> [120.58, -59.19, 46.47, -46.47, 0.00]
[-0.88, -0.71, 0.68] -> [-141.10, -86.07, 39.46, -39.46, 0.00]
[1.97, -0.81, 1.2] -> [-22.35, -29.58, 110.11, -110.11, 0.00]
[-0.34, 1.48, 1.29] -> [102.94, -47.65, 63.07, -63.07, 0.00]
[-0.24, -1.01, -0.98] -> [-103.37, -92.13, 120.41, -120.41, 0.00]
[1.66, -1.77, 0.46] -> [-46.84, -19.33, 166.42, -166.42, 0.00]
[1.95, -0.12, -0.48] -> [-3.52, -49.86, 154.58, -154.58, 0.00]
[0.08, -0.84, -0.27] -> [-84.56, -115.58, 61.65, -61.65, 0.00]
[0.56, -0.76, -0.73] -> [-53.62, -104.04, 94.68, -94.68, 0.00]
[0.67, -1.92, 1.56] -> [-70.76, -21.03, 107.15, -107.15, 0.00]
[1.08, -0.53, -0.17] -> [-26.14, -98.11, 72.18, -72.18, 0.00]
[0.19, -0.23, 1.62] -> [-50.44, -20.30, 10.79, -10.79, 0.00]
[0.33, -0.9, 1.9] -> [-69.86, -22.76, 48.09, -48.09, 0.00]
[1.94, -0.78, 0.07] -> [-21.90, -50.57, 126.82, -126.82, 0.00]
[-1.52, -1.02, -0.05] -> [-146.14, -66.21, 107.25, -107.25, 0.00]
[0.22, 0.4, 0.78] -> [61.19, -115.54, 0.39, -0.39, 0.00]
[-0.48, 0.32, 1.1] -> [146.31, -77.72, 4.90, -4.90, 0.00]
[0.12, -0.14, -0.53] -> [-49.40, -141.76, 62.74, -62.74, 0.00]
[-0.31, 1.83, -0.16] -> [99.61, -64.40, 115.21, -115.21, 0.00]
[-0.88, -1.56, 1.16] -> [-119.43, -44.42, 80.95, -80.95, 0.00]
